0	-0.0192
0.025	0.0025
0.05	0.011
0.075	0.0163
0.1	0.0190
0.125	0.0195
0.15	0.0182
0.175	0.0167
0.200	0.0133
0.225	0.00950
0.25	0.0053
0.275	0.001
0.3	-0.00435
0	-0.0192
0.025	-0.0294
0.05	-0.0249
0.075	-0.0204
0.1	-0.016
0.125	-0.012
0.15	-0.0086
0.175	-0.0058
0.200	-0.0036
0.225	-0.0025
0.25	-0.0026
0.275	-0.0040
0.3	-0.0080
