Alpha,T1_Re1.000_M0.00_N9.0, , Alpha,T1_Re2.000_M0.00_N9.0, , Alpha,T1_Re3.000_M0.00_N9.0, , Alpha,T1_Re4.000_M0.00_N9.0, , Alpha,T1_Re5.000_M0.00_N9.0, , Alpha,T1_Re6.000_M0.00_N9.0, , Alpha,T1_Re7.000_M0.00_N9.0, , Alpha,T1_Re8.000_M0.00_N9.0, , Alpha,T1_Re9.000_M0.00_N9.0, , Alpha,T1_Re10.000_M0.00_N9.0, , 
          3.4,     0.3738342, ,           2.4,     0.2698205, ,           3.6,     0.4082978, ,           2.2,     0.2493944, ,           2.8,     0.3191762, ,           6.6,     0.7504442, ,             6,     0.6855938, ,           4.2,     0.4821186, ,           2.6,     0.2979354, ,           2.6,     0.2982239, , 
          3.6,      0.395456, ,           2.6,     0.2921559, ,           3.8,     0.4311334, ,           2.4,     0.2723861, ,             3,     0.3421964, ,           6.8,     0.7698446, ,           6.2,     0.7080752, ,           4.4,     0.5048944, ,           2.8,     0.3210771, ,           2.8,     0.3213749, , 
          3.8,     0.4168282, ,           2.8,     0.3146621, ,             4,     0.4538341, ,           2.6,     0.2953285, ,           3.2,     0.3652077, ,             7,      0.791436, ,           6.4,     0.7305281, ,           4.6,      0.527654, ,             3,     0.3442252, ,             3,      0.344561, , 
            4,     0.4376932, ,             3,     0.3373142, ,           4.2,      0.476578, ,           2.8,     0.3182885, ,           3.4,     0.3881108, ,           7.2,     0.8128024, ,           6.6,     0.7528803, ,           4.8,     0.5504728, ,           3.4,     0.3905529, ,           3.2,     0.3677502, , 
          4.2,       0.45841, ,           3.2,      0.359944, ,           4.4,     0.4993546, ,             3,     0.3412341, ,           3.6,     0.4110673, ,           7.4,     0.8339558, ,           9.8,      1.073616, ,             5,     0.5733169, ,           3.6,     0.4135405, ,           3.4,     0.3908489, , 
          4.4,     0.4785106, ,           3.4,     0.3826591, ,           4.6,     0.5220078, ,           3.2,     0.3641274, ,           3.8,     0.4340729, ,           7.6,     0.8547845, ,            10,      1.099324, ,           5.2,      0.596022, ,           3.8,     0.4365792, ,           3.6,     0.4139095, , 
          4.6,     0.4987812, ,           3.6,     0.4052767, ,           4.8,     0.5444906, ,           3.4,     0.3870756, ,             4,      0.457002, ,           7.8,     0.8750512, ,          10.2,      1.121531, ,           5.4,     0.6187484, ,             4,     0.4596373, ,           3.8,     0.4370032, , 
          4.8,     0.5211886, ,           3.8,     0.4277923, ,             5,     0.5669164, ,           3.6,     0.4099501, ,           4.2,      0.479826, ,             8,     0.8943232, ,          10.4,       1.14318, ,           5.6,     0.6414198, ,           4.2,     0.4826043, ,             4,     0.4600719, , 
            5,     0.5463769, ,             4,     0.4504086, ,           5.2,     0.5893402, ,           3.8,     0.4327955, ,           4.4,     0.5025955, ,           8.2,     0.9127029, ,          10.6,      1.164581, ,           5.8,     0.6641181, ,           4.4,     0.5053078, ,           4.2,     0.4828117, , 
          5.2,     0.5733297, ,           4.2,      0.472904, ,           5.4,     0.6115837, ,             4,      0.455716, ,           4.6,     0.5254524, ,           8.4,     0.9343712, ,          10.8,      1.185845, ,             6,     0.6867377, ,           4.6,      0.528187, ,           4.4,     0.5057377, , 
          5.4,     0.6006209, ,           4.4,     0.4952174, ,           5.6,     0.6333418, ,           4.2,     0.4786161, ,           4.8,     0.5482488, ,           8.6,     0.9587855, ,            11,       1.20702, ,           6.2,      0.709318, ,           4.8,     0.5510235, ,           4.6,       0.52864, , 
          5.6,      0.628704, ,           4.6,       0.51739, ,           5.8,     0.6551716, ,           4.4,     0.5013824, ,             5,     0.5708443, ,           8.8,     0.9795201, ,          11.2,      1.228134, ,           6.4,     0.7318752, ,             5,     0.5738904, ,           4.8,     0.5515292, , 
          5.8,     0.6533619, ,           4.8,     0.5395804, ,             6,     0.6761787, ,           4.6,      0.524039, ,           5.2,     0.5933436, ,             9,      1.000042, ,          11.6,      1.268773, ,           6.6,      0.754372, ,           5.2,     0.5966513, ,             5,     0.5743958, , 
            6,     0.6732293, ,           5.2,     0.5831664, ,           6.2,     0.6973397, ,           4.8,     0.5467629, ,           5.4,     0.6158782, ,           9.2,      1.020344, ,          11.8,      1.289661, ,             7,     0.7977819, ,           5.4,     0.6194381, ,           5.2,     0.5972107, , 
          6.2,     0.6938437, ,           5.4,     0.6042203, ,           6.4,     0.7178897, ,             5,     0.5694727, ,           5.6,     0.6382431, ,           9.4,      1.040388, ,            12,      1.310614, ,           7.2,     0.8198994, ,           5.6,     0.6421885, ,             6,     0.6883525, , 
          6.4,     0.7132734, ,           5.6,     0.6248788, ,           6.6,     0.7375653, ,           5.2,     0.5919059, ,             6,     0.6821941, ,           9.6,      1.059234, ,          12.2,      1.331561, ,           7.4,     0.8420131, ,           5.8,     0.6649352, ,           6.2,     0.7110418, , 
          6.6,     0.7341914, ,           5.8,     0.6446551, ,           6.8,     0.7570397, ,           5.4,      0.614168, ,           6.2,     0.7040574, ,           9.8,      1.078259, ,          12.4,      1.352476, ,           7.6,     0.8630391, ,             6,     0.6876233, ,           6.4,     0.7337124, , 
          6.8,     0.7549235, ,             6,     0.6644204, ,             7,     0.7797282, ,           5.6,     0.6364752, ,           6.4,     0.7256803, ,            10,      1.096749, ,          12.6,       1.37334, ,           9.6,      1.067186, ,           6.2,     0.7102709, ,           6.6,     0.7563257, , 
            7,     0.7755548, ,           6.2,     0.6870438, ,           7.2,     0.8049267, ,           5.8,     0.6581614, ,           6.6,     0.7472445, ,          10.2,      1.114348, ,          12.8,      1.394137, ,           9.8,      1.089112, ,           6.4,     0.7328971, ,             7,     0.8010876, , 
          7.2,     0.7959196, ,           6.4,     0.7120245, ,           7.4,     0.8295076, ,             6,     0.6802582, ,           6.8,     0.7688769, ,          10.4,      1.130262, ,            13,      1.414851, ,            10,      1.110631, ,           6.6,     0.7554613, ,           7.2,     0.8233026, , 
          7.4,      0.816061, ,           6.6,     0.7387747, ,           7.6,     0.8505986, ,           6.2,     0.7021414, ,             7,     0.7901256, ,          10.6,      1.140915, ,          13.2,      1.436104, ,          10.2,      1.132004, ,           6.8,     0.7775915, ,           7.4,     0.8456181, , 
          7.6,     0.8359478, ,           6.8,     0.7625132, ,           7.8,     0.8715885, ,           6.4,     0.7237776, ,           7.4,      0.831158, ,          10.8,      1.173218, ,          13.4,      1.456665, ,          10.4,      1.153307, ,             7,     0.7996659, ,           7.6,     0.8679724, , 
          7.8,     0.8555499, ,             7,     0.7838176, ,             8,     0.8925338, ,           6.6,     0.7449771, ,           7.6,     0.8504956, ,            11,      1.194471, ,          13.6,      1.477025, ,          10.6,      1.174569, ,           7.2,     0.8218282, ,           7.8,     0.8902025, , 
            8,     0.8748423, ,           7.2,     0.8050882, ,           8.2,     0.9133311, ,           6.8,     0.7661225, ,           7.8,     0.8689033, ,          11.2,      1.215522, ,          13.8,      1.497221, ,          10.8,      1.195804, ,           7.4,     0.8441319, ,             8,     0.9120908, , 
          8.2,     0.8942091, ,           7.4,     0.8262898, ,           8.4,     0.9339663, ,             7,     0.7864361, ,             8,     0.8902075, ,          11.4,      1.236443, ,            14,      1.517374, ,            11,      1.217015, ,           7.6,     0.8663661, ,           8.2,     0.9337974, , 
          8.4,     0.9136505, ,           7.6,     0.8473958, ,           8.6,     0.9544253, ,           7.2,     0.8055911, ,           8.2,     0.9147684, ,          11.6,      1.255898, ,          14.2,      1.537972, ,          11.2,      1.238203, ,           7.8,     0.8880582, ,           8.4,      0.955269, , 
          8.6,     0.9327884, ,           7.8,     0.8683801, ,           8.8,     0.9746928, ,           7.4,     0.8244416, ,           8.4,     0.9363338, ,          11.8,      1.276474, ,          14.4,      1.558745, ,          11.4,      1.258291, ,             8,     0.9093603, ,           8.6,     0.9764701, , 
          8.8,     0.9512627, ,             8,     0.8892125, ,             9,     0.9947519, ,           7.6,     0.8468777, ,           8.6,     0.9569561, ,            12,      1.297154, ,          14.6,       1.58104, ,          11.6,      1.279114, ,           8.2,     0.9302518, ,           8.8,     0.9973273, , 
            9,     0.9694058, ,           8.2,     0.9098894, ,           9.2,      1.014583, ,           7.8,      0.872001, ,           8.8,     0.9773989, ,          12.2,      1.317834, ,          14.8,       1.60132, ,          11.8,      1.300166, ,           8.4,     0.9506491, ,             9,      1.017691, , 
          9.2,     0.9872368, ,           8.4,     0.9304226, ,           9.4,      1.034163, ,             8,     0.8938339, ,             9,     0.9976373, ,          12.4,      1.338485, ,            15,      1.620617, ,            12,      1.321248, ,           8.6,     0.9705014, ,           9.2,      1.037209, , 
          9.4,      1.004724, ,           8.6,     0.9507753, ,           9.6,      1.053139, ,           8.2,     0.9146419, ,           9.2,      1.017639, ,          12.6,      1.359091, ,          15.2,      1.639169, ,          12.2,      1.342307, ,           8.8,     0.9897478, ,           9.4,      1.057226, , 
          9.6,      1.021819, ,           8.8,     0.9709319, ,           9.8,      1.071996, ,           8.4,      0.935293, ,           9.4,      1.037364, ,          12.8,       1.37964, ,          15.4,      1.657423, ,          12.4,      1.363317, ,             9,      1.008093, ,           9.6,      1.079723, , 
          9.8,      1.038727, ,             9,     0.9908777, ,            10,      1.090498, ,           8.6,     0.9557716, ,           9.6,      1.055893, ,            13,      1.400122, ,          15.6,      1.675412, ,          12.6,      1.384258, ,           9.2,      1.027077, ,           9.8,      1.102963, , 
           10,       1.05492, ,           9.2,      1.010597, ,          10.2,      1.108549, ,           8.8,     0.9760592, ,           9.8,      1.074522, ,          13.2,      1.421096, ,          15.8,      1.693114, ,          12.8,      1.405111, ,           9.4,      1.053257, ,            10,      1.124351, , 
         10.2,      1.070482, ,           9.4,      1.030077, ,          10.4,      1.126029, ,             9,      0.996134, ,            10,      1.092588, ,          13.4,      1.441587, ,            16,      1.710479, ,            13,       1.42586, ,           9.6,      1.075948, ,          10.2,      1.145701, , 
         10.4,      1.085344, ,           9.6,      1.049261, ,          10.6,      1.142749, ,           9.2,      1.015969, ,          10.2,      1.109741, ,          13.6,      1.461813, ,          16.2,      1.727504, ,          13.2,      1.447065, ,           9.8,      1.097348, ,          10.4,      1.167026, , 
         10.6,      1.099419, ,           9.8,      1.068197, ,          10.8,      1.158381, ,           9.4,      1.035528, ,          10.4,      1.125278, ,          13.8,      1.481863, ,          16.4,      1.744086, ,          13.4,      1.467598, ,            10,      1.118656, ,          10.6,       1.18833, , 
         10.8,      1.112622, ,            10,      1.086841, ,            11,      1.172247, ,           9.6,      1.054122, ,          10.6,      1.136823, ,            14,      1.501751, ,          16.6,      1.760026, ,          13.6,      1.487954, ,          10.2,      1.139933, ,          10.8,      1.209612, , 
           11,      1.124867, ,          10.2,      1.105164, ,          11.2,       1.18246, ,           9.8,       1.07271, ,            11,      1.177565, ,          14.2,       1.52151, ,          16.8,      1.775241, ,          13.8,       1.50827, ,          10.4,      1.161198, ,            11,      1.230868, , 
         11.2,      1.136078, ,          10.4,       1.12313, ,          11.4,      1.149045, ,            10,      1.090815, ,          11.2,      1.198893, ,          14.4,      1.541735, ,            17,      1.789422, ,            14,      1.528928, ,          10.6,      1.182455, ,          11.2,      1.252093, , 
         11.4,      1.146185, ,          10.6,      1.140695, ,          11.6,      1.174335, ,          10.2,      1.108213, ,          11.4,      1.219782, ,          14.6,      1.562323, ,          17.2,      1.802078, ,          14.2,      1.549675, ,          10.8,      1.203704, ,          11.4,      1.272507, , 
         11.6,      1.155126, ,          10.8,      1.157798, ,          11.8,      1.195952, ,          10.4,      1.124539, ,          11.6,      1.239408, ,          14.8,      1.585547, ,          17.4,      1.813122, ,          14.4,      1.570265, ,            11,       1.22494, ,          11.6,      1.293559, , 
         11.8,      1.162834, ,            11,      1.174358, ,            12,       1.21494, ,          10.6,      1.138995, ,          11.8,      1.259383, ,            15,      1.605788, ,          17.6,      1.820555, ,          14.6,      1.591524, ,          11.2,      1.246156, ,          11.8,      1.314646, , 
           12,      1.169217, ,          11.2,      1.190256, ,          12.2,      1.233846, ,          10.8,      1.148873, ,            12,      1.279657, ,          15.2,      1.625104, ,          17.8,      1.825751, ,          14.8,      1.610931, ,          11.4,      1.266338, ,            12,      1.335704, , 
         12.2,       1.17392, ,          11.4,      1.205309, ,          12.4,      1.252386, ,            11,      1.148576, ,          12.2,      1.299909, ,          15.4,      1.643541, ,          18.2,       1.82445, ,            15,      1.629805, ,          11.6,      1.287328, ,          12.2,       1.35671, , 
         12.4,      1.174728, ,          11.6,      1.219212, ,          12.6,      1.270491, ,          11.2,      1.173536, ,          12.4,      1.320104, ,          15.6,      1.661322, ,          18.4,      1.830417, ,          15.2,       1.64846, ,          11.8,      1.308427, ,          12.4,      1.377647, , 
         12.6,      1.173208, ,          11.8,      1.231725, ,          12.8,      1.288203, ,          11.4,       1.19549, ,          12.6,      1.340232, ,          15.8,      1.678729, ,          18.6,      1.836001, ,          15.4,       1.66689, ,            12,      1.329523, ,          12.6,      1.398502, , 
         12.8,      1.171281, ,            12,      1.241147, ,            13,      1.305564, ,          11.6,      1.216343, ,          12.8,      1.360289, ,            16,      1.695748, ,          18.8,      1.840925, ,          15.6,      1.685076, ,          12.2,      1.350577, ,          12.8,      1.419362, , 
           13,      1.168557, ,          12.2,      1.242962, ,          13.2,      1.322557, ,          11.8,      1.235361, ,            13,      1.380269, ,          16.2,      1.712401, ,            19,      1.845348, ,          15.8,       1.70298, ,          12.4,      1.371561, ,            13,      1.440211, , 
         13.2,      1.164762, ,          12.6,       1.14515, ,          13.4,      1.338941, ,            12,      1.255073, ,          13.2,      1.400165, ,          16.4,      1.728651, ,          19.2,      1.848916, ,            16,      1.720521, ,          12.6,      1.392464, ,          13.2,      1.460824, , 
         13.4,      1.159511, ,          12.8,      1.157063, ,          13.6,       1.35461, ,          12.2,       1.27474, ,          13.4,      1.420656, ,          16.6,      1.744365, ,          19.4,      1.851867, ,          16.2,      1.737584, ,          12.8,      1.413275, ,          13.4,      1.481296, , 
         13.6,         1.152, ,            13,        1.1682, ,          13.8,      1.369444, ,          12.4,      1.294267, ,          13.6,       1.44045, ,          16.8,       1.75914, ,          19.6,       1.85386, ,          16.4,      1.754096, ,            13,      1.434318, ,          13.6,      1.501907, , 
         13.8,      1.140646, ,          13.2,      1.178251, ,            14,      1.382196, ,          12.6,      1.313644, ,          13.8,      1.460049, ,            17,      1.772847, ,          19.8,      1.855015, ,          16.6,      1.769928, ,          13.2,      1.455027, ,          13.8,      1.522583, , 
           14,      1.121239, ,          13.4,      1.187144, ,          14.2,      1.394491, ,          12.8,      1.332878, ,            14,      1.479486, ,          17.2,      1.785013, ,            20,      1.855058, ,          16.8,      1.784952, ,          13.4,      1.475498, ,            14,       1.54316, , 
         15.2,     0.5930492, ,          13.6,      1.195175, ,          14.4,      1.406761, ,            13,      1.351972, ,          14.2,      1.498749, ,          17.4,      1.794008, , , , ,            17,      1.799078, ,          13.6,      1.495888, ,          14.2,      1.563456, , 
         15.4,     0.5908585, ,          13.8,       1.20212, ,          14.6,       1.41906, ,          13.2,      1.370926, ,          14.4,      1.517822, ,          17.6,      1.801997, , , , ,          17.2,      1.812121, ,          13.8,      1.516519, ,          14.4,      1.583466, , 
         15.6,     0.5886332, ,            14,      1.208037, ,          14.8,      1.431303, ,          13.4,      1.389736, ,          14.6,      1.536922, ,          17.8,      1.809139, , , , ,          17.4,      1.823583, ,            14,      1.537217, ,          14.6,      1.603217, , 
         15.8,     0.5876639, ,          14.2,      1.212584, ,            15,      1.443479, ,          13.6,      1.409037, ,          14.8,      1.558766, ,            18,      1.814909, , , , ,          17.6,      1.832996, ,          14.2,      1.557779, ,          14.8,      1.622505, , 
           16,     0.5874836, ,          14.4,       1.21533, ,          15.2,      1.455486, ,          13.8,      1.427605, ,            15,      1.580061, ,          18.6,      1.801342, , , , ,          17.8,      1.832149, ,          14.4,      1.578036, ,            15,      1.641615, , 
         16.2,     0.5875993, ,          14.6,      1.215577, ,          15.4,      1.467388, ,            14,      1.445932, ,          15.2,      1.600288, ,          18.8,      1.804229, , , , ,            18,       1.83933, ,          14.6,      1.598291, ,          15.2,      1.660513, , 
         16.4,     0.5877361, ,          14.8,      1.210656, ,          15.6,      1.478985, ,          14.2,      1.464032, ,          15.4,      1.619659, ,            19,      1.806423, , , , ,          18.2,      1.846521, ,          14.8,      1.617477, ,          15.4,      1.679122, , 
         16.6,     0.5884966, , , , ,          15.8,      1.491895, ,          14.4,      1.481889, ,          15.6,      1.638109, ,          19.2,        1.8075, , , , ,          18.4,      1.853416, ,            15,      1.636471, ,          15.6,       1.69738, , 
         16.8,     0.5904766, , , , ,            16,      1.505374, ,          14.6,      1.499441, ,          15.8,      1.655545, ,          19.4,      1.807621, , , , ,          18.6,      1.859939, ,          15.2,      1.655266, ,          15.8,      1.715227, , 
           17,     0.5919528, , , , ,          16.2,      1.518856, ,          14.8,      1.516446, ,            16,      1.672046, ,          19.6,      1.806448, , , , ,          18.8,      1.866097, ,          15.4,      1.673841, ,            16,      1.732573, , 
         17.2,     0.5934691, , , , ,          16.4,      1.532215, ,            15,      1.533941, ,          16.2,      1.687691, ,          19.8,      1.803652, , , , ,            19,      1.871628, ,          15.6,      1.692148, ,          16.2,      1.749354, , 
         17.4,     0.5950769, , , , ,          16.6,      1.545275, ,          15.2,      1.553212, ,          16.4,      1.702583, ,            20,      1.799383, , , , ,          19.2,      1.876734, ,          15.8,      1.710059, ,          16.4,       1.76557, , 
         17.6,     0.5968423, , , , ,          16.8,      1.557807, ,          15.4,      1.571537, ,          16.6,      1.716673, , , , , , , ,          19.4,      1.881159, ,            16,      1.727543, ,          16.6,      1.781268, , 
         17.8,     0.5987597, , , , ,            17,      1.569575, ,          15.6,       1.58833, ,          16.8,       1.72842, , , , , , , ,          19.6,      1.884964, ,          16.2,      1.744504, ,          16.8,      1.796501, , 
           18,     0.6008214, , , , ,          17.2,      1.579004, ,          15.8,       1.60402, ,            17,      1.739402, , , , , , , ,          19.8,      1.888059, ,          16.4,      1.760837, ,            17,      1.811234, , 
         18.2,     0.6030212, , , , ,          17.4,      1.588332, ,            16,       1.61895, ,          17.2,      1.750204, , , , , , , ,            20,      1.890218, ,          16.6,      1.776483, ,          17.2,      1.825211, , 
         18.4,     0.6053562, , , , ,          17.6,      1.597671, ,          16.2,      1.633012, ,          17.4,      1.760784, , , , , , , , , , ,          16.8,      1.791444, ,          17.4,      1.836955, , 
         18.6,     0.6078242, , , , ,          17.8,      1.605892, ,          16.4,       1.64623, ,          17.6,      1.770838, , , , , , , , , , ,            17,      1.805753, ,          17.6,      1.849537, , 
         18.8,     0.6104242, , , , ,            18,      1.612964, ,          16.6,      1.658041, ,          17.8,      1.780211, , , , , , , , , , ,          17.2,      1.819344, ,          17.8,      1.861411, , 
           19,     0.6131571, , , , ,          18.2,      1.618945, ,          16.8,      1.670078, ,            18,      1.788432, , , , , , , , , , ,          17.4,      1.831492, ,            18,       1.87097, , 
         19.2,     0.6160257, , , , ,          18.4,       1.62391, ,            17,      1.681725, ,          18.2,       1.79531, , , , , , , , , , ,          17.6,       1.83927, ,          18.2,      1.878328, , 
         19.4,     0.6190469, , , , ,          18.6,      1.627619, ,          17.2,      1.692965, ,          18.4,      1.799842, , , , , , , , , , ,          17.8,      1.849138, ,          18.4,      1.885782, , 
         19.6,     0.6222022, , , , ,          18.8,      1.630158, ,          17.4,      1.703963, ,          18.6,       1.74042, , , , , , , , , , ,            18,      1.856465, ,          18.6,      1.893311, , 
         19.8,     0.6251903, , , , ,            19,      1.630834, ,          17.6,      1.714555, ,          18.8,      1.738708, , , , , , , , , , ,          18.2,      1.863805, ,          18.8,      1.900575, , 
           20,     0.6284863, , , , ,          19.2,      1.628906, ,          17.8,      1.724784, ,            19,      1.735332, , , , , , , , , , ,          18.4,      1.871213, ,            19,      1.907546, , 
, , , , , ,          19.4,       1.62307, ,            18,      1.734457, ,          19.2,      1.730249, , , , , , , , , , ,          18.6,      1.878346, ,          19.2,      1.914168, , 
, , , , , ,          19.6,      1.611377, ,          18.2,      1.743409, ,          19.4,      1.722981, , , , , , , , , , ,          18.8,      1.885181, ,          19.4,      1.920292, , 
, , , , , ,          19.8,      1.590035, ,          18.4,       1.75145, ,          19.6,      1.713179, , , , , , , , , , ,            19,      1.891597, ,          19.6,      1.925962, , 
, , , , , , , , ,          18.6,      1.758034, ,          19.8,      1.700104, , , , , , , , , , ,          19.2,      1.897543, ,          19.8,      1.931105, , 
, , , , , , , , ,          18.8,      1.762381, ,            20,      1.682853, , , , , , , , , , ,          19.4,      1.903013, ,            20,      1.935589, , 
, , , , , , , , ,            19,      1.646969, , , , , , , , , , , , , ,          19.6,      1.907924, , , , , 
, , , , , , , , ,          19.2,      1.619501, , , , , , , , , , , , , ,          19.8,      1.912165, , , , , 
, , , , , , , , ,          19.4,      1.593541, , , , , , , , , , , , , ,            20,      1.915843, , , , , 
, , , , , , , , ,          19.6,      1.568279, , , , , , , , , , , , , , , , , , , , 
, , , , , , , , ,          19.8,      1.543185, , , , , , , , , , , , , , , , , , , , 
, , , , , , , , ,            20,      1.518082, , , , , , , , , , , , , , , , , , , , 

