Cl,T1_Re1.000_M0.00_N9.0, , Cl,T1_Re2.000_M0.00_N9.0, , Cl,T1_Re3.000_M0.00_N9.0, , Cl,T1_Re4.000_M0.00_N9.0, , Cl,T1_Re5.000_M0.00_N9.0, , Cl,T1_Re6.000_M0.00_N9.0, , Cl,T1_Re7.000_M0.00_N9.0, , Cl,T1_Re8.000_M0.00_N9.0, , Cl,T1_Re9.000_M0.00_N9.0, , Cl,T1_Re10.000_M0.00_N9.0, , 
    0.1373881,   0.005392036, ,    0.04638734,   0.004567096, ,     0.1351489,   0.005569401, ,    0.02198333,   0.004675142, ,    0.08920404,   0.005250484, ,       0.50363,   0.006683679, ,     0.4126505,   0.006255983, ,     0.2512295,   0.005713621, ,    0.06855922,   0.005866689, ,    0.04582762,   0.005938437, , 
    0.1600195,   0.005403128, ,    0.06957179,   0.004580097, ,     0.1806154,   0.005925213, ,    0.04433231,   0.004772935, ,     0.1121243,   0.005353884, ,     0.5265012,   0.006760921, ,     0.4355932,   0.006330024, ,      0.274375,   0.005777786, ,    0.09133833,   0.005785213, ,    0.06872861,   0.005893159, , 
    0.1825934,   0.005425663, ,    0.09267873,   0.004640819, ,     0.2033426,   0.006104317, ,    0.06676777,   0.004996272, ,     0.1351022,   0.005474628, ,     0.5489804,    0.00690791, ,     0.4585112,   0.006416224, ,     0.2975661,    0.00583547, ,      0.113898,   0.005636444, ,    0.09166053,   0.005852441, , 
    0.2038911,   0.005700187, ,     0.1148279,    0.00489341, ,     0.2261561,   0.006256842, ,    0.08927136,   0.005233343, ,     0.1581398,   0.005597717, ,     0.5718029,   0.006988652, ,     0.4814917,    0.00647507, ,     0.3207577,   0.005892542, ,     0.1364737,   0.005457551, ,     0.1371146,   0.005561796, , 
    0.2242066,    0.00626226, ,     0.1364229,   0.005351924, ,     0.2487186,   0.006436819, ,     0.1121248,    0.00538761, ,     0.1811287,   0.005703148, ,     0.5944612,   0.007091081, ,     0.5270185,    0.00668082, ,     0.3438616,   0.005966208, ,     0.1591476,   0.005331651, ,     0.1595889,   0.005384039, , 
    0.2452015,   0.006712709, ,     0.1584191,   0.005695834, ,     0.2713673,   0.006587741, ,     0.1350381,   0.005543116, ,     0.2041496,   0.005817094, ,     0.6170232,   0.007211209, ,     0.5498084,   0.006771232, ,     0.3669904,   0.006034375, ,     0.1820761,    0.00545272, ,      0.182366,   0.005426305, , 
    0.2664269,   0.007113047, ,     0.1806517,    0.00599288, ,      0.316952,   0.006773594, ,     0.1579482,   0.005678086, ,     0.2269426,   0.005979142, ,     0.6616529,   0.007630466, ,     0.5726412,   0.006850793, ,     0.3901447,   0.006092327, ,     0.2051816,   0.005524131, ,     0.2054725,   0.005489243, , 
    0.2878433,   0.007423905, ,     0.2029083,   0.006230202, ,     0.3397398,   0.006857763, ,     0.1808368,   0.005819453, ,     0.2499859,    0.00606936, ,     0.6839563,   0.007785736, ,     0.5953102,   0.006954642, ,     0.4131603,   0.006154314, ,      0.228326,   0.005581639, ,      0.228643,   0.005518718, , 
    0.3094253,   0.007700051, ,     0.2252674,   0.006432337, ,     0.3626041,    0.00693395, ,     0.2037875,   0.005944662, ,     0.2730508,   0.006163786, ,     0.7063106,   0.007906855, ,     0.6404813,   0.007248365, ,      0.436096,   0.006236749, ,     0.2515225,   0.005626175, ,       0.25179,   0.005566159, , 
    0.3523021,   0.008204898, ,      0.247597,   0.006628177, ,     0.3854049,    0.00702344, ,     0.2265776,   0.006098015, ,     0.2961321,   0.006238866, ,      0.728584,    0.00803138, ,     0.6630874,   0.007365792, ,     0.4591172,   0.006296833, ,      0.274696,   0.005690834, ,     0.2750139,   0.005612844, , 
    0.3738342,   0.008378636, ,     0.2698205,   0.006849722, ,     0.4082978,   0.007082534, ,     0.2493944,   0.006253651, ,     0.3191762,    0.00630938, ,     0.7504442,   0.008240688, ,     0.6855938,   0.007497823, ,     0.4821186,   0.006354163, ,     0.2979354,   0.005741063, ,     0.2982239,   0.005659997, , 
     0.395456,   0.008496752, ,     0.2921559,   0.007019303, ,     0.4311334,   0.007162929, ,     0.2723861,   0.006352824, ,     0.3421964,   0.006379104, ,     0.7698446,   0.008965373, ,     0.7080752,   0.007608016, ,     0.5048944,   0.006472077, ,     0.3210771,    0.00580051, ,     0.3213749,   0.005729026, , 
    0.4168282,   0.008593642, ,     0.3146621,     0.0071709, ,     0.4538341,   0.007250335, ,     0.2953285,   0.006437298, ,     0.3652077,   0.006436991, ,      0.791436,   0.009171861, ,     0.7305281,   0.007711057, ,      0.527654,    0.00657276, ,     0.3442252,   0.005871269, ,      0.344561,   0.005784379, , 
    0.4376932,   0.008722461, ,     0.3373142,   0.007284536, ,      0.476578,    0.00733261, ,     0.3182885,   0.006508457, ,     0.3881108,   0.006506904, ,     0.8128024,   0.009388155, ,     0.7528803,   0.007826869, ,     0.5504728,    0.00666405, ,     0.3905529,   0.005991133, ,     0.3677502,   0.005837142, , 
      0.45841,   0.008802649, ,      0.359944,   0.007393111, ,     0.4993546,   0.007395627, ,     0.3412341,   0.006576743, ,     0.4110673,   0.006575454, ,     0.8339558,   0.009608487, ,      1.073616,    0.01492006, ,     0.5733169,   0.006739839, ,     0.4135405,   0.006078666, ,     0.3908489,   0.005915973, , 
    0.4785106,   0.008893179, ,     0.3826591,   0.007486456, ,     0.5220078,   0.007464165, ,     0.3641274,   0.006650073, ,     0.4340729,   0.006630879, ,     0.8547845,   0.009830371, ,      1.099324,     0.0141797, ,      0.596022,   0.006841803, ,     0.4365792,     0.0061418, ,     0.4139095,   0.006003385, , 
    0.4987812,   0.009029583, ,     0.4052767,   0.007564849, ,     0.5444906,   0.007557562, ,     0.3870756,   0.006705496, ,      0.457002,   0.006687014, ,     0.8750512,    0.01005313, ,      1.121531,     0.0141362, ,     0.6187484,   0.006943792, ,     0.4596373,   0.006197133, ,     0.4370032,   0.006053897, , 
    0.5211886,   0.009164501, ,     0.4277923,   0.007664966, ,     0.5669164,   0.007651781, ,     0.4099501,   0.006786443, ,      0.479826,    0.00677425, ,     0.8943232,    0.01027897, ,       1.14318,    0.01419255, ,     0.6414198,   0.007074664, ,     0.4826043,   0.006260656, ,     0.4600719,   0.006110915, , 
    0.5463769,   0.009282932, ,     0.4504086,   0.007728034, ,     0.5893402,   0.007732131, ,     0.4327955,   0.006864705, ,     0.5025955,   0.006868447, ,     0.9127029,    0.01051818, ,      1.164581,    0.01428617, ,     0.6641181,   0.007177264, ,     0.5053078,   0.006397982, ,     0.4828117,   0.006234053, , 
    0.5733297,   0.009445886, ,      0.472904,   0.007799138, ,     0.6115837,   0.007825222, ,      0.455716,   0.006923238, ,     0.5254524,   0.006938078, ,     0.9343712,    0.01082032, ,      1.185845,    0.01439552, ,     0.6867377,   0.007285737, ,      0.528187,   0.006479791, ,     0.5057377,   0.006313242, , 
    0.6006209,   0.009701828, ,     0.4952174,   0.007886845, ,     0.6333418,   0.007979669, ,     0.4786161,   0.006990593, ,     0.5482488,   0.007023383, ,     0.9587855,    0.01117324, ,       1.20702,    0.01451101, ,      0.709318,   0.007390772, ,     0.5510235,   0.006572059, ,       0.52864,   0.006400998, , 
     0.628704,   0.009811848, ,       0.51739,    0.00798255, ,     0.6551716,   0.008098966, ,     0.5013824,   0.007070907, ,     0.5708443,   0.007133352, ,     0.9795201,    0.01152957, ,      1.228134,    0.01462787, ,     0.7318752,   0.007489031, ,     0.5738904,   0.006647551, ,     0.5515292,   0.006480187, , 
    0.6533619,   0.009972543, ,     0.5395804,   0.008044086, ,     0.6761787,   0.008375439, ,      0.524039,   0.007179685, ,     0.5933436,   0.007263536, ,      1.000042,    0.01190858, ,      1.268773,    0.01507929, ,      0.754372,   0.007587763, ,     0.5966513,   0.006740792, ,     0.5743958,    0.00656655, , 
    0.6732293,    0.01021366, ,     0.5831664,   0.008182422, ,     0.6973397,   0.008513189, ,     0.5467629,   0.007258467, ,     0.6158782,   0.007375911, ,      1.020344,    0.01231466, ,      1.289661,    0.01519939, ,     0.7977819,    0.00813547, ,     0.6194381,   0.006833843, ,     0.5972107,   0.006649104, , 
    0.6938437,    0.01039742, ,     0.6042203,   0.008290141, ,     0.7178897,   0.008654578, ,     0.5694727,   0.007329169, ,     0.6382431,   0.007507697, ,      1.040388,    0.01275344, ,      1.310614,    0.01530141, ,     0.8198994,   0.008265326, ,     0.6421885,   0.006938212, ,     0.6883525,   0.007000926, , 
    0.7132734,    0.01089795, ,     0.6248788,   0.008375981, ,     0.7375653,    0.00880549, ,     0.5919059,   0.007445053, ,     0.6821941,   0.008032934, ,      1.059234,    0.01339675, ,      1.331561,    0.01539635, ,     0.8420131,    0.00838134, ,     0.6649352,   0.007029856, ,     0.7110418,   0.007089111, , 
    0.7341914,    0.01111471, ,     0.6446551,   0.008483953, ,     0.7570397,    0.00898472, ,      0.614168,   0.007584656, ,     0.7040574,   0.008244618, ,      1.078259,    0.01398783, ,      1.352476,    0.01548827, ,     0.8630391,   0.008705752, ,     0.6876233,   0.007126098, ,     0.7337124,    0.00718135, , 
    0.7549235,    0.01139215, ,     0.6644204,   0.008657708, ,     0.7797282,    0.00918861, ,     0.6364752,     0.0077006, ,     0.7256803,   0.008480647, ,      1.096749,    0.01465518, ,       1.37334,    0.01557985, ,      1.067186,    0.01198594, ,     0.7102709,   0.007223376, ,     0.7563257,   0.007270045, , 
    0.7755548,    0.01169918, ,     0.6870438,   0.008856467, ,     0.8049267,   0.009444737, ,     0.6581614,   0.008016404, ,     0.7472445,    0.00870843, ,      1.114348,    0.01545983, ,      1.394137,    0.01567302, ,      1.089112,    0.01206292, ,     0.7328971,   0.007319258, ,     0.8010876,   0.007555108, , 
    0.7959196,     0.0120636, ,     0.7120245,   0.009127667, ,     0.8295076,   0.009722115, ,     0.6802582,   0.008165317, ,     0.7688769,   0.008883326, ,      1.130262,    0.01653907, ,      1.414851,    0.01576946, ,      1.110631,    0.01220517, ,     0.7554613,   0.007410151, ,     0.8233026,   0.007710559, , 
     0.816061,    0.01246905, ,     0.7387747,   0.009363716, ,     0.8505986,    0.01002887, ,     0.7021414,   0.008318067, ,     0.7901256,   0.009097225, ,      1.140915,    0.01852007, ,      1.436104,    0.01579009, ,      1.132004,    0.01236345, ,     0.7775915,   0.007617961, ,     0.8456181,   0.007819279, , 
    0.8359478,    0.01291752, ,     0.7625132,   0.009595389, ,     0.8715885,    0.01034824, ,     0.7237776,   0.008497735, ,      0.831158,   0.009579387, ,      1.173218,    0.01644976, ,      1.456665,    0.01589212, ,      1.153307,    0.01252389, ,     0.7996659,   0.007808136, ,     0.8679724,   0.007902214, , 
    0.8555499,    0.01341272, ,     0.7838176,   0.009831477, ,     0.8925338,    0.01066804, ,     0.7449771,   0.008699522, ,     0.8504956,     0.0098118, ,      1.194471,    0.01649426, ,      1.477025,    0.01601057, ,      1.174569,    0.01268135, ,     0.8218282,   0.007954201, ,     0.8902025,   0.008001802, , 
    0.8748423,    0.01395937, ,     0.8050882,    0.01008029, ,     0.9133311,     0.0110059, ,     0.7661225,   0.008837781, ,     0.8689033,    0.01005591, ,      1.215522,    0.01656657, ,      1.497221,    0.01613979, ,      1.195804,    0.01283357, ,     0.8441319,   0.008050297, ,     0.9120908,   0.008159002, , 
    0.8942091,    0.01448127, ,     0.8262898,    0.01034354, ,     0.9339663,    0.01136293, ,     0.7864361,   0.009021629, ,     0.8902075,    0.01035575, ,      1.236443,    0.01665287, ,      1.517374,    0.01626453, ,      1.217015,    0.01298005, ,     0.8663661,   0.008142965, ,     0.9337974,   0.008334663, , 
    0.9136505,    0.01497729, ,     0.8473958,    0.01062259, ,     0.9544253,     0.0117405, ,     0.8055911,   0.009242022, ,     0.9147684,    0.01071213, ,      1.255898,    0.01696107, ,      1.537972,    0.01632942, ,      1.238203,    0.01312088, ,     0.8880582,   0.008338762, ,      0.955269,   0.008526534, , 
    0.9327884,    0.01552316, ,     0.8683801,    0.01091925, ,     0.9746928,    0.01214022, ,     0.8244416,   0.009510928, ,     0.9363338,    0.01107122, ,      1.276474,    0.01707834, ,      1.558745,    0.01636776, ,      1.258291,    0.01342109, ,     0.9093603,   0.008588971, ,     0.9764701,   0.008736557, , 
    0.9512627,    0.01619549, ,     0.8892125,    0.01123584, ,     0.9947519,    0.01256401, ,     0.8468777,   0.009805259, ,     0.9569561,    0.01144561, ,      1.297154,    0.01717062, ,       1.58104,    0.01623251, ,      1.279114,    0.01359558, ,     0.9302518,   0.008889969, ,     0.9973273,   0.008959181, , 
    0.9694058,    0.01692723, ,     0.9098894,    0.01157215, ,      1.014583,    0.01301422, ,      0.872001,    0.01013968, ,     0.9773989,    0.01184136, ,      1.317834,    0.01725496, ,       1.60132,    0.01631427, ,      1.300166,    0.01372593, ,     0.9506491,   0.009237908, ,      1.017691,   0.009185219, , 
    0.9872368,    0.01771249, ,     0.9304226,    0.01192516, ,      1.034163,    0.01349375, ,     0.8938339,    0.01047604, ,     0.9976373,    0.01226208, ,      1.338485,    0.01733585, ,      1.620617,    0.01649192, ,      1.321248,    0.01384327, ,     0.9705014,   0.009612338, ,      1.037209,   0.009404738, , 
     1.004724,    0.01855318, ,     0.9507753,    0.01229925, ,      1.053139,    0.01406315, ,     0.9146419,    0.01082583, ,      1.017639,    0.01271238, ,      1.359091,     0.0174155, ,      1.639169,    0.01673473, ,      1.342307,    0.01395587, ,     0.9897478,   0.009973967, ,      1.057226,   0.009365227, , 
     1.021819,    0.01945114, ,     0.9709319,    0.01269579, ,      1.071996,    0.01463517, ,      0.935293,    0.01119413, ,      1.037364,    0.01319839, ,       1.37964,    0.01749538, ,      1.657423,    0.01699241, ,      1.363317,     0.0140671, ,      1.008093,    0.01028264, ,      1.079723,    0.00953308, , 
     1.038727,    0.02034378, ,     0.9908777,    0.01311613, ,      1.090498,    0.01524929, ,     0.9557716,    0.01158286, ,      1.055893,    0.01388904, ,      1.400122,    0.01757676, ,      1.675412,    0.01726021, ,      1.384258,    0.01417985, ,      1.027077,    0.01055032, ,      1.102963,   0.009741389, , 
      1.05492,     0.0213419, ,      1.010597,    0.01356174, ,      1.108549,    0.01591886, ,     0.9760592,    0.01199439, ,      1.074522,    0.01454062, ,      1.421096,    0.01758891, ,      1.693114,    0.01753855, ,      1.405111,    0.01429628, ,      1.053257,    0.01034797, ,      1.124351,   0.009950533, , 
     1.070482,    0.02240685, ,      1.030077,    0.01403377, ,      1.126029,    0.01666065, ,      0.996134,    0.01243171, ,      1.092588,    0.01527255, ,      1.441587,    0.01765644, ,      1.710479,    0.01783067, ,       1.42586,    0.01441814, ,      1.075948,     0.0104742, ,      1.145701,    0.01015543, , 
     1.085344,    0.02353359, ,      1.049261,    0.01454002, ,      1.142749,     0.0175009, ,      1.015969,    0.01289863, ,      1.109741,    0.01614366, ,      1.461813,    0.01774915, ,      1.727504,    0.01813471, ,      1.447065,    0.01447318, ,      1.097348,    0.01067358, ,      1.167026,    0.01035412, , 
     1.099419,    0.02471928, ,      1.068197,    0.01507117, ,      1.158381,    0.01848632, ,      1.035528,     0.0134002, ,      1.125278,    0.01727268, ,      1.481863,    0.01785469, ,      1.744086,    0.01845803, ,      1.467598,    0.01460638, ,      1.118656,    0.01087852, ,       1.18833,    0.01054608, , 
     1.112622,    0.02596002, ,      1.086841,    0.01563245, ,      1.172247,    0.01971448, ,      1.054122,    0.01406064, ,      1.136823,    0.01906399, ,      1.501751,    0.01797005, ,      1.760026,    0.01881466, ,      1.487954,    0.01475229, ,      1.139933,     0.0110783, ,      1.209612,    0.01073155, , 
     1.124867,    0.02725017, ,      1.105164,    0.01622674, ,       1.18246,    0.02145858, ,       1.07271,     0.0147026, ,      1.177565,    0.01922468, ,       1.52151,    0.01809061, ,      1.775241,    0.01920716, ,       1.50827,    0.01489331, ,      1.161198,    0.01126973, ,      1.230868,    0.01091125, , 
     1.136078,    0.02858196, ,       1.12313,    0.01685685, ,      1.149045,    0.02937106, ,      1.090815,    0.01540984, ,      1.198893,    0.01917086, ,      1.541735,    0.01815099, ,      1.789422,    0.01964402, ,      1.528928,    0.01498427, ,      1.182455,    0.01145222, ,      1.252093,    0.01108615, , 
     1.146185,    0.02994538, ,      1.140695,    0.01752639, ,      1.174335,    0.02851954, ,      1.108213,    0.01621824, ,      1.219782,    0.01918648, ,      1.562323,    0.01816598, ,      1.802078,     0.0201303, ,      1.549675,    0.01505671, ,      1.203704,    0.01162619, ,      1.272507,    0.01137613, , 
     1.155126,    0.03132848, ,      1.157798,    0.01824039, ,      1.195952,    0.02817945, ,      1.124539,    0.01718526, ,      1.239408,      0.019395, ,      1.585547,      0.017902, ,      1.813122,    0.02067403, ,      1.570265,    0.01513969, ,       1.22494,    0.01179256, ,      1.293559,    0.01155623, , 
     1.162834,    0.03271898, ,      1.174358,    0.01900625, ,       1.21494,    0.02818457, ,      1.138995,    0.01843905, ,      1.259383,    0.01953383, ,      1.605788,    0.01794763, ,      1.820555,    0.02127262, ,      1.591524,    0.01513841, ,      1.246156,    0.01195252, ,      1.314646,    0.01172132, , 
     1.169217,     0.0341067, ,      1.190256,    0.01983547, ,      1.233846,    0.02818883, ,      1.148873,    0.02041701, ,      1.279657,    0.01961602, ,      1.625104,    0.01807877, ,      1.825751,    0.02198869, ,      1.610931,     0.0153379, ,      1.266338,    0.01226042, ,      1.335704,    0.01188105, , 
      1.17392,    0.03548108, ,      1.205309,    0.02074689, ,      1.252386,    0.02822614, ,      1.148576,    0.02385615, ,      1.299909,    0.01969241, ,      1.643541,    0.01828484, ,       1.82445,    0.02443099, ,      1.629805,    0.01558301, ,      1.287328,    0.01243311, ,       1.35671,    0.01203926, , 
     1.174728,    0.03680368, ,      1.219212,    0.02177365, ,      1.270491,    0.02830062, ,      1.173536,    0.02309976, ,      1.320104,    0.01976823, ,      1.661322,    0.01853861, ,      1.830417,    0.02530491, ,       1.64846,    0.01583667, ,      1.308427,    0.01258006, ,      1.377647,    0.01219789, , 
     1.173208,    0.03822278, ,      1.231725,    0.02293276, ,      1.288203,    0.02840298, ,       1.19549,    0.02283845, ,      1.340232,    0.01984469, ,      1.678729,    0.01880962, ,      1.836001,    0.02626416, ,       1.66689,     0.0160987, ,      1.329523,    0.01271842, ,      1.398502,    0.01235837, , 
     1.171281,    0.03979687, ,      1.241147,    0.02443287, ,      1.305564,    0.02852434, ,      1.216343,    0.02275091, ,      1.360289,    0.01992219, ,      1.695748,    0.01909681, ,      1.840925,    0.02731516, ,      1.685076,    0.01636957, ,      1.350577,     0.0128543, ,      1.419362,     0.0125087, , 
     1.168557,    0.04159382, ,      1.242962,     0.0267929, ,      1.322557,    0.02866322, ,      1.235361,    0.02293164, ,      1.380269,    0.02000113, ,      1.712401,    0.01939589, ,      1.845348,    0.02846784, ,       1.70298,    0.01665193, ,      1.371561,    0.01299099, ,      1.440211,    0.01265117, , 
     1.164762,    0.04367725, ,       1.14515,    0.03981024, ,      1.338941,    0.02881919, ,      1.255073,    0.02299598, ,      1.400165,    0.02008205, ,      1.728651,    0.01970767, ,      1.848916,    0.02973408, ,      1.720521,    0.01695188, ,      1.392464,    0.01313018, ,      1.460824,    0.01281588, , 
     1.159511,    0.04613222, ,      1.157063,    0.04021792, ,       1.35461,    0.02899203, ,       1.27474,    0.02305587, ,      1.420656,    0.02008254, ,      1.744365,    0.02003611, ,      1.851867,    0.03112411, ,      1.737584,    0.01727783, ,      1.413275,    0.01327286, ,      1.481296,    0.01298896, , 
        1.152,    0.04910948, ,        1.1682,    0.04074249, ,      1.369444,    0.02915166, ,      1.294267,    0.02312378, ,       1.44045,    0.02016118, ,       1.75914,    0.02038722, ,       1.85386,    0.03264143, ,      1.754096,    0.01763379, ,      1.434318,    0.01337567, ,      1.501907,    0.01313407, , 
     1.140646,    0.05291064, ,      1.178251,    0.04143319, ,      1.382196,    0.02937192, ,      1.313644,    0.02320062, ,      1.460049,    0.02025374, ,      1.772847,    0.02076987, ,      1.855015,    0.03430733, ,      1.769928,    0.01802731, ,      1.455027,    0.01351426, ,      1.522583,    0.01326146, , 
     1.121239,    0.05841403, ,      1.187144,    0.04229626, ,      1.394491,    0.02963994, ,      1.332878,    0.02328447, ,      1.479486,    0.02035535, ,      1.785013,    0.02119578, ,      1.855058,    0.03613682, ,      1.784952,     0.0184649, ,      1.475498,    0.01367393, ,       1.54316,    0.01339211, , 
    0.5930492,     0.1798517, ,      1.195175,    0.04332326, ,      1.406761,    0.02994481, ,      1.351972,    0.02337391, ,      1.498749,    0.02046611, ,      1.794008,    0.02168251, , , , ,      1.799078,    0.01894782, ,      1.495888,    0.01383388, ,      1.563456,    0.01354708, , 
    0.5908585,     0.1819151, ,       1.20212,    0.04453375, ,       1.41906,    0.03028565, ,      1.370926,    0.02346817, ,      1.517822,    0.02058713, ,      1.801997,    0.02225812, , , , ,      1.812121,    0.01946997, ,      1.516519,    0.01395411, ,      1.583466,    0.01372611, , 
    0.5886332,     0.1834477, ,      1.208037,    0.04594265, ,      1.431303,      0.030664, ,      1.389736,      0.023567, ,      1.536922,    0.02069444, ,      1.809139,    0.02294127, , , , ,      1.823583,    0.02002983, ,      1.537217,    0.01405747, ,      1.603217,    0.01392431, , 
    0.5876639,     0.1848135, ,      1.212584,    0.04760086, ,      1.443479,    0.03108102, ,      1.409037,    0.02359825, ,      1.558766,    0.02052018, ,      1.814909,    0.02376232, , , , ,      1.832996,    0.02065947, ,      1.557779,    0.01416845, ,      1.622505,    0.01416407, , 
    0.5874836,     0.1863224, ,       1.21533,    0.04958162, ,      1.455486,    0.03154016, ,      1.427605,    0.02370069, ,      1.580061,    0.02040302, ,      1.801342,     0.0289905, , , , ,      1.832149,     0.0216935, ,      1.578036,    0.01430629, ,      1.641615,    0.01441032, , 
    0.5875993,     0.1879377, ,      1.215577,    0.05203116, ,      1.467388,    0.03204401, ,      1.445932,    0.02381558, ,      1.600288,    0.02038759, ,      1.804229,    0.03032988, , , , ,       1.83933,     0.0223099, ,      1.598291,    0.01443387, ,      1.660513,    0.01466554, , 
    0.5877361,      0.189676, ,      1.210656,    0.05541108, ,      1.478985,    0.03259784, ,      1.464032,    0.02393991, ,      1.619659,    0.02044669, ,      1.806423,    0.03180754, , , , ,      1.846521,    0.02298715, ,      1.617477,    0.01467389, ,      1.679122,    0.01493681, , 
    0.5884966,     0.1913425, , , , ,      1.491895,    0.03306688, ,      1.481889,    0.02407362, ,      1.638109,    0.02057998, ,        1.8075,    0.03343628, , , , ,      1.853416,    0.02372846, ,      1.636471,     0.0149212, ,       1.69738,    0.01522894, , 
    0.5904766,      0.193181, , , , ,      1.505374,    0.03350725, ,      1.499441,     0.0242176, ,      1.655545,    0.02078895, ,      1.807621,    0.03523729, , , , ,      1.859939,    0.02453928, ,      1.655266,    0.01517565, ,      1.715227,    0.01554602, , 
    0.5919528,     0.1949612, , , , ,      1.518856,    0.03396128, ,      1.516446,    0.02437449, ,      1.672046,    0.02105509, ,      1.806448,    0.03722444, , , , ,      1.866097,    0.02542657, ,      1.673841,    0.01543848, ,      1.732573,    0.01589486, , 
    0.5934691,     0.1966977, , , , ,      1.532215,    0.03444748, ,      1.533941,    0.02445936, ,      1.687691,    0.02134611, ,      1.803652,    0.03945779, , , , ,      1.871628,     0.0263979, ,      1.692148,    0.01571354, ,      1.749354,    0.01627845, , 
    0.5950769,     0.1984691, , , , ,      1.545275,    0.03498388, ,      1.553212,    0.02438424, ,      1.702583,    0.02165354, ,      1.799383,    0.04192857, , , , ,      1.876734,    0.02746039, ,      1.710059,    0.01601199, ,       1.76557,    0.01669323, , 
    0.5968423,     0.2002337, , , , ,      1.557807,     0.0355873, ,      1.571537,    0.02436342, ,      1.716673,    0.02197734, , , , , , , ,      1.881159,    0.02861803, ,      1.727543,     0.0163346, ,      1.781268,    0.01713101, , 
    0.5987597,     0.2019896, , , , ,      1.569575,    0.03627863, ,       1.58833,     0.0243937, ,       1.72842,    0.02232796, , , , , , , ,      1.884964,    0.02988377, ,      1.744504,    0.01668796, ,      1.796501,    0.01758352, , 
    0.6008214,     0.2037335, , , , ,      1.579004,     0.0372295, ,       1.60402,    0.02448347, ,      1.739402,    0.02271941, , , , , , , ,      1.888059,    0.03126608, ,      1.760837,    0.01707868, ,      1.811234,    0.01805058, , 
    0.6030212,     0.2054624, , , , ,      1.588332,    0.03821962, ,       1.61895,    0.02463832, ,      1.750204,    0.02315273, , , , , , , ,      1.890218,    0.03277549, ,      1.776483,    0.01750773, ,      1.825211,     0.0185498, , 
    0.6053562,     0.2071745, , , , ,      1.597671,    0.03923285, ,      1.633012,    0.02486675, ,      1.760784,    0.02363877, , , , , , , , , , ,      1.791444,    0.01797007, ,      1.836955,     0.0191888, , 
    0.6078242,     0.2088674, , , , ,      1.605892,    0.04037903, ,       1.64623,    0.02517753, ,      1.770838,    0.02418543, , , , , , , , , , ,      1.805753,    0.01845765, ,      1.849537,     0.0196676, , 
    0.6104242,     0.2105369, , , , ,      1.612964,    0.04168227, ,      1.658041,    0.02560661, ,      1.780211,    0.02481616, , , , , , , , , , ,      1.819344,    0.01897055, ,      1.861411,    0.02013306, , 
    0.6131571,     0.2121787, , , , ,      1.618945,    0.04314122, ,      1.670078,    0.02604534, ,      1.788432,    0.02555512, , , , , , , , , , ,      1.831492,    0.01953079, ,       1.87097,    0.02061765, , 
    0.6160257,     0.2137889, , , , ,       1.62391,     0.0447395, ,      1.681725,    0.02653623, ,       1.79531,    0.02644021, , , , , , , , , , ,       1.83927,    0.02031868, ,      1.878328,    0.02114834, , 
    0.6190469,     0.2153983, , , , ,      1.627619,    0.04652254, ,      1.692965,    0.02707681, ,      1.799842,    0.02754275, , , , , , , , , , ,      1.849138,    0.02081385, ,      1.885782,    0.02173197, , 
    0.6222022,     0.2169464, , , , ,      1.630158,    0.04850289, ,      1.703963,    0.02766633, ,       1.74042,     0.0344249, , , , , , , , , , ,      1.856465,    0.02135224, ,      1.893311,    0.02237223, , 
    0.6251903,     0.2185363, , , , ,      1.630834,    0.05077935, ,      1.714555,    0.02830421, ,      1.738708,    0.03645457, , , , , , , , , , ,      1.863805,    0.02194573, ,      1.900575,    0.02307172, , 
    0.6284863,      0.220107, , , , ,      1.628906,     0.0534744, ,      1.724784,    0.02899955, ,      1.735332,    0.03872816, , , , , , , , , , ,      1.871213,    0.02259744, ,      1.907546,    0.02383394, , 
, , , , , ,       1.62307,     0.0568639, ,      1.734457,    0.02977124, ,      1.730249,    0.04129475, , , , , , , , , , ,      1.878346,    0.02330902, ,      1.914168,    0.02466579, , 
, , , , , ,      1.611377,    0.06132427, ,      1.743409,    0.03062103, ,      1.722981,    0.04419987, , , , , , , , , , ,      1.885181,    0.02408615, ,      1.920292,    0.02557131, , 
, , , , , ,      1.590035,    0.06773926, ,       1.75145,    0.03158682, ,      1.713179,    0.04754772, , , , , , , , , , ,      1.891597,    0.02493758, ,      1.925962,    0.02655906, , 
, , , , , , , , ,      1.758034,    0.03272022, ,      1.700104,    0.05148646, , , , , , , , , , ,      1.897543,    0.02586418, ,      1.931105,    0.02763377, , 
, , , , , , , , ,      1.762381,    0.03409033, ,      1.682853,    0.05629326, , , , , , , , , , ,      1.903013,    0.02687564, ,      1.935589,    0.02880292, , 
, , , , , , , , ,      1.646969,    0.04885032, , , , , , , , , , , , , ,      1.907924,    0.02797799, , , , , 
, , , , , , , , ,      1.619501,    0.05492751, , , , , , , , , , , , , ,      1.912165,    0.02917937, , , , , 
, , , , , , , , ,      1.593541,    0.06152251, , , , , , , , , , , , , ,      1.915843,    0.03048943, , , , , 
, , , , , , , , ,      1.568279,    0.06874926, , , , , , , , , , , , , , , , , , , , 
, , , , , , , , ,      1.543185,    0.07650479, , , , , , , , , , , , , , , , , , , , 
, , , , , , , , ,      1.518082,    0.08453419, , , , , , , , , , , , , , , , , , , , 

